donation_id,donor_id,donation_date,donation_type,donation_amount,payment_method_x,campaign,name,age_group,gender,email,country,newsletter_opt_in,payment_method_y,referral_channel,sector
DON005085,c46f08f6-5372-4fc6-a302-a779752c7726,2024-08-06,One-time,111.62,Paypal,Wildlife Rescue Van Drive,Joseph Williams,66-80,Male,joseph.williams@example.com,Germany,True,Paypal,Social Media,Education
DON005086,2f3fa545-3220-4d57-b2a0-b5db0b5b6090,2024-11-15,One-time,17.44,Credit Card,Habitat for Hope,Joseph Alexander,30-49,Male,joseph.alexander@example.com,China,True,Credit Card,Word of mouth,Healthcare
DON005087,2f8ba26d-b186-47a5-a132-84aec7b86e4c,2023-10-27,One-time,54.35,Credit Card,Jungle Education Project,Sara Carter,30-49,Female,sara.carter@example.com,Germany,False,Credit Card,Website,Healthcare
DON005088,2339a760-a15f-4609-b656-b3a0788ad0de,2025-01-26,One-time,12.01,Paypal,Reforest the Sanctuary,Dana Saunders,18-29,Female,dana.saunders@example.com,USA,True,Paypal,Word of mouth,Government
DON005089,e2db62ed-8454-45ec-9d65-69f11a9c8866,2024-08-26,One-time,30.91,Paypal,Marine Mammal Defense Mission,Joy Goodman,66-80,Female,joy.goodman@example.com,UK,False,Paypal,Social Media,Education
DON005090,2642458e-7385-4abc-ae77-b6b7113049e2,2023-10-22,Recurring,29.2,Bank Transfer,Reforest the Sanctuary,Daisy Oconnor,18-29,Female,daisy.oconnor@example.com,Germany,False,Bank Transfer,Website,Healthcare
DON005091,2642458e-7385-4abc-ae77-b6b7113049e2,2025-02-04,Recurring,11.57,Bank Transfer,Rescue Orphaned Gorillas,Daisy Oconnor,18-29,Female,daisy.oconnor@example.com,Germany,False,Bank Transfer,Website,Healthcare
DON005092,2642458e-7385-4abc-ae77-b6b7113049e2,2025-03-11,Recurring,28.96,Bank Transfer,Reforest the Sanctuary,Daisy Oconnor,18-29,Female,daisy.oconnor@example.com,Germany,False,Bank Transfer,Website,Healthcare
DON005093,3496e806-84d2-41db-a393-e4c5cc67aa0a,2024-10-02,One-time,88.88,Bank Transfer,Marine Mammal Defense Mission,Heidi Bell,50-65,Other,heidi.bell@example.com,Germany,True,Bank Transfer,Online advertising,Healthcare
DON005094,5ad0a24a-520e-4b3a-8897-b8930130f052,2023-09-03,One-time,54.27,Paypal,Rescue Orphaned Gorillas,Suzanne Valdez,50-65,Female,suzanne.valdez@example.com,Australia,False,Paypal,Website,Retail
DON005095,a25eb30b-9c0e-4da4-a87e-f149d4c94f88,2024-01-12,One-time,98.66,Bank Transfer,Marine Mammal Defense Mission,Joann Barnes,50-65,Female,joann.barnes@example.com,USA,True,Bank Transfer,Newsletter,Government
DON005096,271f87b1-971d-4b11-abe0-d70c99983fb2,2024-08-09,One-time,44.01,Credit Card,Marine Mammal Defense Mission,Samantha Martinez,50-65,Female,samantha.martinez@example.com,India,False,Credit Card,Newsletter,Real Estate
DON005097,40db6065-5fb5-4925-bb33-47c95dcbc4af,2025-04-15,One-time,69.75,Paypal,Marine Mammal Defense Mission,Paula Russell,30-49,Female,paula.russell@example.com,UK,True,Paypal,Word of mouth,Arts & Culture
DON005098,aa1339c7-1d0a-4a7a-ba6e-02eb2a3c39bd,2024-01-03,One-time,11.28,Credit Card,Habitat for Hope,Charles Green,50-65,Male,charles.green@example.com,China,False,Credit Card,Website,Real Estate
DON005099,fec59faf-429e-4c0b-aca5-d32409d06b11,2023-09-10,One-time,29.81,Credit Card,Marine Mammal Defense Mission,Erik Miller,18-29,Male,erik.miller@example.com,France,False,Credit Card,Online advertising,Healthcare
DON005100,eb894787-89c6-47d3-b450-77c1f8fb959e,2023-09-08,One-time,179.34,Credit Card,Jungle Education Project,Victoria Johnston,66-80,Female,victoria.johnston@example.com,Netherlands,True,Credit Card,Newsletter,Healthcare
DON005101,7ad3bda4-fa93-4b2a-b062-337bea10fed3,2023-06-24,One-time,138.1,Paypal,Jungle Education Project,Patricia Yoder,66-80,Female,patricia.yoder@example.com,France,True,Paypal,Website,Healthcare
DON005102,586c0a99-e5d9-44b1-aab7-4083dbcfe15e,2023-08-20,One-time,64.26,Paypal,Jungle Education Project,Alan Martinez,30-49,Male,alan.martinez@example.com,New Zealand,False,Paypal,Social Media,Finance/Banking
DON005103,883b987b-5569-4cab-a6d8-a8e2ee96f8a3,2025-02-05,One-time,63.11,Credit Card,Wildlife Rescue Van Drive,Justin Conrad,30-49,Male,justin.conrad@example.com,Brazil,False,Credit Card,Website,Finance/Banking
DON005104,f1c2a4ef-888a-42fe-8096-ba709995dc9f,2025-05-22,One-time,93.26,Paypal,Reforest the Sanctuary,Cameron Johnson,66-80,Male,cameron.johnson@example.com,USA,True,Paypal,Newsletter,Nonprofit
DON005105,bef21674-e133-4493-956f-e0bc90c0d991,2024-11-07,One-time,98.25,Credit Card,Marine Mammal Defense Mission,Melissa Fritz,50-65,Female,melissa.fritz@example.com,UK,False,Credit Card,Website,Finance/Banking
DON005106,7f3a091f-8c02-4a24-8b45-b9b59d12efa5,2024-04-05,Recurring,21.92,Credit Card,Jungle Education Project,Sean Sellers,30-49,Male,sean.sellers@example.com,Australia,True,Credit Card,Website,Pharmaceuticals
DON005107,7f3a091f-8c02-4a24-8b45-b9b59d12efa5,2024-08-14,Recurring,67.75,Credit Card,Jungle Education Project,Sean Sellers,30-49,Male,sean.sellers@example.com,Australia,True,Credit Card,Website,Pharmaceuticals
DON005108,7f3a091f-8c02-4a24-8b45-b9b59d12efa5,2023-11-05,Recurring,89.48,Credit Card,Jungle Education Project,Sean Sellers,30-49,Male,sean.sellers@example.com,Australia,True,Credit Card,Website,Pharmaceuticals
DON005109,7f3a091f-8c02-4a24-8b45-b9b59d12efa5,2023-09-16,Recurring,29.93,Credit Card,Defend the Great Apes,Sean Sellers,30-49,Male,sean.sellers@example.com,Australia,True,Credit Card,Website,Pharmaceuticals
DON005110,7f3a091f-8c02-4a24-8b45-b9b59d12efa5,2025-03-05,Recurring,60.73,Credit Card,Habitat for Hope,Sean Sellers,30-49,Male,sean.sellers@example.com,Australia,True,Credit Card,Website,Pharmaceuticals
DON005111,32ad81d9-7684-4229-936f-51979563310c,2024-04-16,Recurring,47.38,Bank Transfer,Defend the Great Apes,Hector Morales,50-65,Male,hector.morales@example.com,China,True,Bank Transfer,Social Media,Nonprofit
DON005112,32ad81d9-7684-4229-936f-51979563310c,2023-10-10,Recurring,67.99,Bank Transfer,Jungle Education Project,Hector Morales,50-65,Male,hector.morales@example.com,China,True,Bank Transfer,Social Media,Nonprofit
DON005113,32ad81d9-7684-4229-936f-51979563310c,2025-04-12,Recurring,56.75,Bank Transfer,Jungle Education Project,Hector Morales,50-65,Male,hector.morales@example.com,China,True,Bank Transfer,Social Media,Nonprofit
DON005114,953d93a0-8292-435e-8751-a90fa6b70fc2,2025-02-14,One-time,25.63,Credit Card,Defend the Great Apes,Michael Wilson,30-49,Male,michael.wilson@example.com,China,False,Credit Card,Word of mouth,Education
DON005115,3f1c94d0-298f-4a14-88c7-4d5a14e1b204,2025-02-08,One-time,101.53,Paypal,Defend the Great Apes,Stephanie Vargas,50-65,Other,stephanie.vargas@example.com,Finland,False,Paypal,Website,Healthcare
DON005116,ebe1e232-be30-4174-8cbb-e45cd46a4560,2023-07-12,One-time,81.05,Bank Transfer,Marine Mammal Defense Mission,Zachary Williams,30-49,Male,zachary.williams@example.com,Finland,False,Bank Transfer,Local event,Law
DON005117,24c167ac-e38c-4783-bb29-57a52d0a40d1,2024-05-14,Recurring,86.82,Bank Transfer,Marine Mammal Defense Mission,Heather Cole,50-65,Female,heather.cole@example.com,South Africa,True,Bank Transfer,Online advertising,Environment
DON005118,24c167ac-e38c-4783-bb29-57a52d0a40d1,2025-03-31,Recurring,74.72,Bank Transfer,Marine Mammal Defense Mission,Heather Cole,50-65,Female,heather.cole@example.com,South Africa,True,Bank Transfer,Online advertising,Environment
DON005119,ce833cb5-0f13-408c-a909-166e611196ae,2023-10-09,Recurring,41.59,Bank Transfer,Marine Mammal Defense Mission,Jerry Davenport,18-29,Other,jerry.davenport@example.com,Netherlands,False,Bank Transfer,Online advertising,Finance/Banking
DON005120,ce833cb5-0f13-408c-a909-166e611196ae,2024-09-14,Recurring,51.62,Bank Transfer,Habitat for Hope,Jerry Davenport,18-29,Other,jerry.davenport@example.com,Netherlands,False,Bank Transfer,Online advertising,Finance/Banking
DON005121,ce833cb5-0f13-408c-a909-166e611196ae,2024-06-23,Recurring,31.29,Bank Transfer,Habitat for Hope,Jerry Davenport,18-29,Other,jerry.davenport@example.com,Netherlands,False,Bank Transfer,Online advertising,Finance/Banking
DON005122,ce833cb5-0f13-408c-a909-166e611196ae,2024-01-27,Recurring,44.25,Bank Transfer,Rescue Orphaned Gorillas,Jerry Davenport,18-29,Other,jerry.davenport@example.com,Netherlands,False,Bank Transfer,Online advertising,Finance/Banking
DON005123,ce833cb5-0f13-408c-a909-166e611196ae,2024-01-30,Recurring,32.44,Bank Transfer,Reforest the Sanctuary,Jerry Davenport,18-29,Other,jerry.davenport@example.com,Netherlands,False,Bank Transfer,Online advertising,Finance/Banking
DON005124,da145229-4b2b-455e-8204-86ea69079502,2024-09-13,One-time,100.0,Paypal,Rescue Orphaned Gorillas,John Taylor,66-80,Male,john.taylor@example.com,UK,True,Paypal,Website,Education
DON005125,81d3ce49-ab43-4373-ab77-52f7aa7cace4,2024-06-21,One-time,4.94,Paypal,Defend the Great Apes,Pamela Hendricks,50-65,Female,pamela.hendricks@example.com,UK,False,Paypal,Website,Technology
DON005126,0386aa53-10c2-4a3d-a49d-064396e8a56c,2025-05-22,One-time,55.19,Bank Transfer,Reforest the Sanctuary,Bradley Huang,18-29,Male,bradley.huang@example.com,USA,True,Bank Transfer,Newsletter,Healthcare
DON005127,68fdf0f7-f0a3-4164-aa03-0a9fdba0dcc5,2024-03-31,One-time,89.7,Bank Transfer,Reforest the Sanctuary,Jacqueline Banks,50-65,Female,jacqueline.banks@example.com,Brazil,True,Bank Transfer,Website,Energy
DON005128,90e7c198-6192-4c58-84fc-f2d2b2385f00,2024-03-12,One-time,68.26,Bank Transfer,Wildlife Rescue Van Drive,Jeffrey Romero,30-49,Male,jeffrey.romero@example.com,UK,True,Bank Transfer,Website,Education
DON005129,1b79d33e-49d3-4430-918b-325f7ec166a1,2024-01-23,One-time,77.67,Bank Transfer,Marine Mammal Defense Mission,Theresa Davis,30-49,Female,theresa.davis@example.com,UK,False,Bank Transfer,Social Media,Environment
DON005130,25ad99d3-3086-4013-a264-448917a5f505,2023-08-13,One-time,99.67,Paypal,Marine Mammal Defense Mission,Glenn Elliott,50-65,Other,glenn.elliott@example.com,USA,True,Paypal,Website,Media & Communication
DON005131,e33e8769-67f6-46d4-b6ff-fae2acced173,2024-07-20,One-time,79.54,Credit Card,Marine Mammal Defense Mission,Lauren Anthony,66-80,Female,lauren.anthony@example.com,Netherlands,True,Credit Card,Word of mouth,Pharmaceuticals
DON005132,c0d84974-e957-4304-bf83-602e4714113a,2024-05-23,One-time,117.89,Bank Transfer,Habitat for Hope,Frank Flores,50-65,Male,frank.flores@example.com,Germany,True,Bank Transfer,Website,Technology
DON005133,2b2a7baa-92de-4d40-a9eb-6a67d83dd751,2025-05-06,One-time,83.34,Bank Transfer,Rescue Orphaned Gorillas,Briana Cervantes,50-65,Female,briana.cervantes@example.com,China,True,Bank Transfer,Website,Healthcare
DON005134,2c9f8bae-584d-4fc7-99a0-2932d4742fd3,2024-08-31,One-time,25.51,Bank Transfer,Jungle Education Project,Virginia Clark,30-49,Female,virginia.clark@example.com,France,True,Bank Transfer,Website,Technology
DON005135,74a7aeed-69b4-4184-a056-6ceccfe13bc9,2023-12-17,Recurring,41.64,Bank Transfer,Wildlife Rescue Van Drive,Kenneth Gilbert,50-65,Male,kenneth.gilbert@example.com,China,False,Bank Transfer,Website,Healthcare
DON005136,74a7aeed-69b4-4184-a056-6ceccfe13bc9,2024-03-27,Recurring,10.73,Bank Transfer,Jungle Education Project,Kenneth Gilbert,50-65,Male,kenneth.gilbert@example.com,China,False,Bank Transfer,Website,Healthcare
DON005137,74a7aeed-69b4-4184-a056-6ceccfe13bc9,2025-03-29,Recurring,95.42,Bank Transfer,Wildlife Rescue Van Drive,Kenneth Gilbert,50-65,Male,kenneth.gilbert@example.com,China,False,Bank Transfer,Website,Healthcare
DON005138,74a7aeed-69b4-4184-a056-6ceccfe13bc9,2024-02-13,Recurring,62.52,Bank Transfer,Reforest the Sanctuary,Kenneth Gilbert,50-65,Male,kenneth.gilbert@example.com,China,False,Bank Transfer,Website,Healthcare
DON005139,74a7aeed-69b4-4184-a056-6ceccfe13bc9,2024-09-05,Recurring,82.41,Bank Transfer,Reforest the Sanctuary,Kenneth Gilbert,50-65,Male,kenneth.gilbert@example.com,China,False,Bank Transfer,Website,Healthcare
DON005140,1b0b3bd0-b9ce-49b6-a507-a5525e9cf51a,2023-09-02,One-time,112.11,Paypal,Marine Mammal Defense Mission,Dustin Wilson,66-80,Other,dustin.wilson@example.com,USA,False,Paypal,Word of mouth,Science & Research
DON005141,d1ce1cd5-9e54-4ea0-8038-c0231b9024af,2024-04-19,Recurring,13.35,Bank Transfer,Wildlife Rescue Van Drive,Jeffrey Mcclure,30-49,Other,jeffrey.mcclure@example.com,USA,True,Bank Transfer,Local event,Pharmaceuticals
DON005142,d1ce1cd5-9e54-4ea0-8038-c0231b9024af,2025-05-19,Recurring,14.08,Bank Transfer,Rescue Orphaned Gorillas,Jeffrey Mcclure,30-49,Other,jeffrey.mcclure@example.com,USA,True,Bank Transfer,Local event,Pharmaceuticals
DON005143,d1ce1cd5-9e54-4ea0-8038-c0231b9024af,2024-11-08,Recurring,89.98,Bank Transfer,Jungle Education Project,Jeffrey Mcclure,30-49,Other,jeffrey.mcclure@example.com,USA,True,Bank Transfer,Local event,Pharmaceuticals
DON005144,9718a38f-c6e0-4ab0-b6d3-7f685ba63a89,2024-08-14,One-time,99.9,Credit Card,Defend the Great Apes,Thomas Zhang,66-80,Male,thomas.zhang@example.com,UK,False,Credit Card,Newsletter,Pharmaceuticals
DON005145,46d6883d-560b-4a1c-ba73-a8143cde48b8,2025-06-17,One-time,47.27,Credit Card,Wildlife Rescue Van Drive,Tammy Estrada,18-29,Female,tammy.estrada@example.com,UK,True,Credit Card,Website,Finance/Banking
DON005146,98b7ea2e-410d-4c07-87ae-25cd86a9014f,2025-05-26,One-time,140.06,Paypal,Jungle Education Project,Daniel Roberson,66-80,Male,daniel.roberson@example.com,Germany,True,Paypal,Online advertising,Retail
DON005147,e595d0a3-1bdd-487a-996a-c40bcb5c02da,2023-11-06,Recurring,53.6,Paypal,Marine Mammal Defense Mission,Alexander Orr,50-65,Male,alexander.orr@example.com,China,False,Paypal,Word of mouth,Real Estate
DON005148,e595d0a3-1bdd-487a-996a-c40bcb5c02da,2023-10-07,Recurring,6.23,Paypal,Jungle Education Project,Alexander Orr,50-65,Male,alexander.orr@example.com,China,False,Paypal,Word of mouth,Real Estate
DON005149,e595d0a3-1bdd-487a-996a-c40bcb5c02da,2023-09-11,Recurring,89.14,Paypal,Habitat for Hope,Alexander Orr,50-65,Male,alexander.orr@example.com,China,False,Paypal,Word of mouth,Real Estate
DON005150,e595d0a3-1bdd-487a-996a-c40bcb5c02da,2024-10-10,Recurring,17.2,Paypal,Jungle Education Project,Alexander Orr,50-65,Male,alexander.orr@example.com,China,False,Paypal,Word of mouth,Real Estate
DON005151,00bdaaab-c3cb-403c-a60f-becba9ff93ed,2025-04-02,One-time,178.28,Bank Transfer,Jungle Education Project,Joshua Lloyd,66-80,Male,joshua.lloyd@example.com,India,False,Bank Transfer,Website,Real Estate
DON005152,62149b71-ad91-4e86-aee8-63d87d054099,2023-08-30,One-time,104.52,Credit Card,Jungle Education Project,Sandra Johnson,66-80,Female,sandra.johnson@example.com,Finland,True,Credit Card,Online advertising,Education
DON005153,d5052e49-f047-49bb-bea9-945e5ce9946a,2023-08-04,Recurring,49.29,Bank Transfer,Defend the Great Apes,Teresa Duncan,18-29,Female,teresa.duncan@example.com,USA,False,Bank Transfer,Website,Energy
DON005154,d5052e49-f047-49bb-bea9-945e5ce9946a,2024-02-05,Recurring,56.38,Bank Transfer,Habitat for Hope,Teresa Duncan,18-29,Female,teresa.duncan@example.com,USA,False,Bank Transfer,Website,Energy
DON005155,d5052e49-f047-49bb-bea9-945e5ce9946a,2023-09-28,Recurring,79.75,Bank Transfer,Marine Mammal Defense Mission,Teresa Duncan,18-29,Female,teresa.duncan@example.com,USA,False,Bank Transfer,Website,Energy
DON005156,d5052e49-f047-49bb-bea9-945e5ce9946a,2023-09-02,Recurring,79.02,Bank Transfer,Reforest the Sanctuary,Teresa Duncan,18-29,Female,teresa.duncan@example.com,USA,False,Bank Transfer,Website,Energy
DON005157,d5052e49-f047-49bb-bea9-945e5ce9946a,2024-04-09,Recurring,79.05,Bank Transfer,Defend the Great Apes,Teresa Duncan,18-29,Female,teresa.duncan@example.com,USA,False,Bank Transfer,Website,Energy
DON005158,141c07db-f0d5-47d2-a452-78655a8093af,2025-03-22,One-time,27.1,Bank Transfer,Marine Mammal Defense Mission,Kelly Guerra,18-29,Female,kelly.guerra@example.com,Brazil,False,Bank Transfer,Website,Arts & Culture
DON005159,67dac4a5-be56-4b55-a828-102aceb12112,2025-01-01,One-time,37.21,Bank Transfer,Marine Mammal Defense Mission,Brian Mccarthy,18-29,Male,brian.mccarthy@example.com,Germany,False,Bank Transfer,Social Media,Nonprofit
DON005160,23cd5e52-3138-469a-afd2-e6311ebfbf05,2025-03-29,One-time,42.69,Credit Card,Jungle Education Project,Jill Reynolds,30-49,Female,jill.reynolds@example.com,Australia,False,Credit Card,Social Media,Government
DON005161,13de6386-9d8b-4823-aa82-5a4268503248,2023-12-09,Recurring,72.73,Paypal,Marine Mammal Defense Mission,Sharon Kaiser,30-49,Female,sharon.kaiser@example.com,USA,False,Paypal,Website,Nonprofit
DON005162,13de6386-9d8b-4823-aa82-5a4268503248,2023-10-31,Recurring,34.53,Paypal,Defend the Great Apes,Sharon Kaiser,30-49,Female,sharon.kaiser@example.com,USA,False,Paypal,Website,Nonprofit
DON005163,13de6386-9d8b-4823-aa82-5a4268503248,2023-12-20,Recurring,74.04,Paypal,Marine Mammal Defense Mission,Sharon Kaiser,30-49,Female,sharon.kaiser@example.com,USA,False,Paypal,Website,Nonprofit
DON005164,13de6386-9d8b-4823-aa82-5a4268503248,2024-11-23,Recurring,80.59,Paypal,Marine Mammal Defense Mission,Sharon Kaiser,30-49,Female,sharon.kaiser@example.com,USA,False,Paypal,Website,Nonprofit
DON005165,13de6386-9d8b-4823-aa82-5a4268503248,2023-06-29,Recurring,96.62,Paypal,Habitat for Hope,Sharon Kaiser,30-49,Female,sharon.kaiser@example.com,USA,False,Paypal,Website,Nonprofit
DON005166,94af37af-28f2-4381-8ef4-52640bff68aa,2023-09-19,One-time,37.33,Credit Card,Marine Mammal Defense Mission,Bruce Gomez,30-49,Male,bruce.gomez@example.com,UK,False,Credit Card,Social Media,Healthcare
DON005167,b5db8feb-211a-4a40-bcf4-aedfc6f9f625,2025-03-25,One-time,90.49,Bank Transfer,Defend the Great Apes,Rebecca Luna,50-65,Female,rebecca.luna@example.com,Finland,True,Bank Transfer,Website,Pharmaceuticals
DON005168,b64cd47f-92c3-4ade-b23c-724c3bc63447,2025-03-21,One-time,42.23,Credit Card,Defend the Great Apes,Katie Hill,18-29,Female,katie.hill@example.com,USA,True,Credit Card,Newsletter,Education
DON005169,af7754d1-b27e-4e8d-bbfe-0f077b470497,2025-04-23,One-time,25.59,Credit Card,Marine Mammal Defense Mission,Kayla Waters,50-65,Female,kayla.waters@example.com,China,True,Credit Card,Website,Hospitality
DON005170,b4f6d727-8931-4d8f-89bb-defb554af385,2024-04-03,One-time,47.85,Bank Transfer,Marine Mammal Defense Mission,Emily Middleton,18-29,Female,emily.middleton@example.com,Brazil,False,Bank Transfer,Website,Real Estate
DON005171,e5a2f855-c36c-4ecc-a8b8-e4122f5ecb98,2025-05-09,Recurring,31.29,Paypal,Jungle Education Project,Timothy Bauer,18-29,Male,timothy.bauer@example.com,Germany,False,Paypal,Social Media,Government
DON005172,e5a2f855-c36c-4ecc-a8b8-e4122f5ecb98,2024-06-02,Recurring,62.84,Paypal,Marine Mammal Defense Mission,Timothy Bauer,18-29,Male,timothy.bauer@example.com,Germany,False,Paypal,Social Media,Government
DON005173,e5a2f855-c36c-4ecc-a8b8-e4122f5ecb98,2023-08-18,Recurring,33.38,Paypal,Wildlife Rescue Van Drive,Timothy Bauer,18-29,Male,timothy.bauer@example.com,Germany,False,Paypal,Social Media,Government
DON005174,e5a2f855-c36c-4ecc-a8b8-e4122f5ecb98,2023-12-14,Recurring,49.13,Paypal,Jungle Education Project,Timothy Bauer,18-29,Male,timothy.bauer@example.com,Germany,False,Paypal,Social Media,Government
DON005175,e5a2f855-c36c-4ecc-a8b8-e4122f5ecb98,2025-01-10,Recurring,20.65,Paypal,Jungle Education Project,Timothy Bauer,18-29,Male,timothy.bauer@example.com,Germany,False,Paypal,Social Media,Government
DON005176,6b10c7e9-f93a-4375-ac20-e846c077d733,2023-06-27,One-time,66.9,Paypal,Jungle Education Project,Ryan Guerrero,30-49,Male,ryan.guerrero@example.com,Australia,True,Paypal,Local event,Real Estate
DON005177,e81b6766-3586-4094-b3de-17c40bf8fd83,2023-09-29,One-time,69.23,Bank Transfer,Rescue Orphaned Gorillas,Amanda Walters,50-65,Other,amanda.walters@example.com,USA,False,Bank Transfer,Word of mouth,Retail
DON005178,131073ff-c9f3-47f6-9bb3-a57efec9650e,2023-12-17,One-time,112.51,Bank Transfer,Marine Mammal Defense Mission,Breanna Bennett,66-80,Female,breanna.bennett@example.com,France,False,Bank Transfer,Website,Pharmaceuticals
DON005179,db15faee-2268-4446-bc98-0cbd83e974bc,2025-02-19,One-time,59.99,Credit Card,Jungle Education Project,Megan Baker,30-49,Female,megan.baker@example.com,UK,True,Credit Card,Website,Nonprofit
DON005180,48677be1-8b88-4097-9c4e-f1439d8226cf,2024-12-24,Recurring,5.47,Bank Transfer,Jungle Education Project,Robert Gross,30-49,Male,robert.gross@example.com,France,True,Bank Transfer,Website,Healthcare
DON005181,48677be1-8b88-4097-9c4e-f1439d8226cf,2023-12-22,Recurring,28.46,Bank Transfer,Defend the Great Apes,Robert Gross,30-49,Male,robert.gross@example.com,France,True,Bank Transfer,Website,Healthcare
DON005182,48677be1-8b88-4097-9c4e-f1439d8226cf,2023-12-13,Recurring,17.74,Bank Transfer,Marine Mammal Defense Mission,Robert Gross,30-49,Male,robert.gross@example.com,France,True,Bank Transfer,Website,Healthcare
DON005183,48677be1-8b88-4097-9c4e-f1439d8226cf,2024-04-24,Recurring,51.51,Bank Transfer,Reforest the Sanctuary,Robert Gross,30-49,Male,robert.gross@example.com,France,True,Bank Transfer,Website,Healthcare
DON005184,433d7178-d2b4-4fb3-b37b-3595c7878072,2025-01-24,One-time,74.43,Paypal,Habitat for Hope,Craig Liu,50-65,Male,craig.liu@example.com,UK,False,Paypal,Website,Real Estate
DON005185,3d0d46c4-2fbf-4281-8f43-8d991857a57b,2025-02-03,One-time,37.86,Credit Card,Marine Mammal Defense Mission,Shannon Curry,18-29,Female,shannon.curry@example.com,USA,False,Credit Card,Local event,Government
DON005186,570831b6-b60d-4b5c-85e2-1e0ae7f44610,2024-05-31,One-time,103.14,Bank Transfer,Reforest the Sanctuary,Andrea Grant,50-65,Female,andrea.grant@example.com,USA,True,Bank Transfer,Word of mouth,Logistics
DON005187,7d3154b7-8c79-4540-84e3-5b14912462eb,2023-07-11,One-time,60.67,Paypal,Marine Mammal Defense Mission,Cassandra Barnes,50-65,Female,cassandra.barnes@example.com,New Zealand,True,Paypal,Website,Education
DON005188,725398e6-1936-424d-a5bd-911d4301ab90,2025-01-04,One-time,67.01,Credit Card,Habitat for Hope,James Silva,30-49,Male,james.silva@example.com,Germany,True,Credit Card,Website,Science & Research
DON005189,35826283-9dc2-4068-9eed-33b8265dda44,2024-09-14,One-time,6.04,Bank Transfer,Jungle Education Project,John Sandoval,30-49,Male,john.sandoval@example.com,USA,True,Bank Transfer,Online advertising,Education
DON005190,e5b3e299-6252-4d21-9a0e-3c94a4a59ead,2024-12-05,One-time,110.24,Credit Card,Rescue Orphaned Gorillas,Eric Hall,50-65,Male,eric.hall@example.com,UK,False,Credit Card,Website,Pharmaceuticals
DON005191,1261c32d-529a-43fe-b5e6-6d43e79ccbf5,2024-10-08,Recurring,96.57,Credit Card,Jungle Education Project,John Robles,30-49,Male,john.robles@example.com,Germany,False,Credit Card,Word of mouth,Finance/Banking
DON005192,1261c32d-529a-43fe-b5e6-6d43e79ccbf5,2024-09-25,Recurring,40.96,Credit Card,Reforest the Sanctuary,John Robles,30-49,Male,john.robles@example.com,Germany,False,Credit Card,Word of mouth,Finance/Banking
DON005193,1261c32d-529a-43fe-b5e6-6d43e79ccbf5,2024-10-15,Recurring,62.53,Credit Card,Habitat for Hope,John Robles,30-49,Male,john.robles@example.com,Germany,False,Credit Card,Word of mouth,Finance/Banking
DON005194,120a8233-54b6-4b9d-8e11-a0dba611e1e6,2024-08-24,Recurring,76.69,Paypal,Reforest the Sanctuary,Howard Castillo,30-49,Male,howard.castillo@example.com,Brazil,True,Paypal,Social Media,Healthcare
DON005195,120a8233-54b6-4b9d-8e11-a0dba611e1e6,2024-07-15,Recurring,37.52,Paypal,Marine Mammal Defense Mission,Howard Castillo,30-49,Male,howard.castillo@example.com,Brazil,True,Paypal,Social Media,Healthcare
DON005196,120a8233-54b6-4b9d-8e11-a0dba611e1e6,2024-09-29,Recurring,36.06,Paypal,Marine Mammal Defense Mission,Howard Castillo,30-49,Male,howard.castillo@example.com,Brazil,True,Paypal,Social Media,Healthcare
DON005197,120a8233-54b6-4b9d-8e11-a0dba611e1e6,2025-04-15,Recurring,66.23,Paypal,Marine Mammal Defense Mission,Howard Castillo,30-49,Male,howard.castillo@example.com,Brazil,True,Paypal,Social Media,Healthcare
DON005198,47638266-54ae-44b9-a0d1-5e9e2d4f01f7,2024-04-26,One-time,120.6,Bank Transfer,Wildlife Rescue Van Drive,Ashley Ibarra,50-65,Female,ashley.ibarra@example.com,Netherlands,True,Bank Transfer,Newsletter,Healthcare
DON005199,fa7854d9-b6e0-401e-86a4-b5c72bb854aa,2024-04-03,One-time,54.35,Bank Transfer,Marine Mammal Defense Mission,Dustin Montes,30-49,Male,dustin.montes@example.com,Canada,True,Bank Transfer,Social Media,Healthcare
DON005200,9e38f089-40df-4bd3-b506-082d74960f71,2024-05-28,Recurring,79.93,Credit Card,Reforest the Sanctuary,Mary Wilson,50-65,Female,mary.wilson@example.com,South Africa,False,Credit Card,Social Media,Education
DON005201,9e38f089-40df-4bd3-b506-082d74960f71,2023-07-27,Recurring,79.88,Credit Card,Habitat for Hope,Mary Wilson,50-65,Female,mary.wilson@example.com,South Africa,False,Credit Card,Social Media,Education
DON005202,9e38f089-40df-4bd3-b506-082d74960f71,2024-07-18,Recurring,60.56,Credit Card,Marine Mammal Defense Mission,Mary Wilson,50-65,Female,mary.wilson@example.com,South Africa,False,Credit Card,Social Media,Education
DON005203,9e38f089-40df-4bd3-b506-082d74960f71,2025-03-21,Recurring,66.11,Credit Card,Habitat for Hope,Mary Wilson,50-65,Female,mary.wilson@example.com,South Africa,False,Credit Card,Social Media,Education
DON005204,9e38f089-40df-4bd3-b506-082d74960f71,2025-03-13,Recurring,42.17,Credit Card,Jungle Education Project,Mary Wilson,50-65,Female,mary.wilson@example.com,South Africa,False,Credit Card,Social Media,Education
